respondent_id,factor_type,factor_name,factor_rank_in_answer
59,quit,Нет амбициозных задач и проектов,3
60,quit,Нет амбициозных задач и проектов,1
60,quit,Финансовая нестабильность компании или сокращение персонала,2
60,quit,Базовая зарплата не растет (каждый год),3
61,quit,Базовая зарплата не растет (каждый год),1
61,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
61,quit,Отмена удаленного / гибридного формат работы,3
62,quit,Отмена удаленного / гибридного формат работы,1
62,quit,Базовая зарплата не растет (каждый год),2
62,quit,Токсичная атмосфера в команде,3
63,quit,Отмена удаленного / гибридного формат работы,1
63,quit,Отсутствие карьерного роста (должность не меняется),2
63,quit,Токсичная атмосфера в команде,3
64,quit,Токсичная атмосфера в команде,1
64,quit,Непонятные / неэтические решения руководства,2
64,quit,Базовая зарплата не растет (каждый год),3
65,quit,Базовая зарплата не растет (каждый год),1
65,quit,Токсичная атмосфера в команде,2
65,quit,Отсутствие профессионального или технического развития,3
66,quit,Отмена удаленного / гибридного формат работы,1
66,quit,Ухудшение репутации компании на рынке,2
66,quit,Отсутствие карьерного роста (должность не меняется),3
67,quit,Отсутствие профессионального или технического развития,1
67,quit,Нет амбициозных задач и проектов,2
67,quit,Непонятные / неэтические решения руководства,3
68,quit,Токсичная атмосфера в команде,1
68,quit,Непонятные / неэтические решения руководства,2
68,quit,Отсутствие карьерного роста (должность не меняется),3
69,quit,Отсутствие карьерного роста (должность не меняется),1
69,quit,Отсутствие профессионального или технического развития,2
69,quit,Нет амбициозных задач и проектов,3
70,quit,Токсичная атмосфера в команде,1
70,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
70,quit,Непонятные / неэтические решения руководства,3
71,quit,Отсутствие профессионального или технического развития,1
71,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
71,quit,Базовая зарплата не растет (каждый год),3
72,quit,Отмена удаленного / гибридного формат работы,1
72,quit,Токсичная атмосфера в команде,2
72,quit,Непонятные / неэтические решения руководства,3
73,quit,Токсичная атмосфера в команде,1
73,quit,Отсутствие профессионального или технического развития,2
73,quit,Базовая зарплата не растет (каждый год),3
74,quit,Непонятные / неэтические решения руководства,1
74,quit,Токсичная атмосфера в команде,2
74,quit,Финансовая нестабильность компании или сокращение персонала,3
75,quit,Базовая зарплата не растет (каждый год),1
75,quit,Токсичная атмосфера в команде,2
75,quit,Отсутствие профессионального или технического развития,3
76,quit,Базовая зарплата не растет (каждый год),1
76,quit,Финансовая нестабильность компании или сокращение персонала,2
76,quit,Токсичная атмосфера в команде,3
77,quit,Базовая зарплата не растет (каждый год),1
77,quit,Отсутствие карьерного роста (должность не меняется),2
77,quit,Токсичная атмосфера в команде,3
78,quit,Финансовая нестабильность компании или сокращение персонала,1
78,quit,Отсутствие карьерного роста (должность не меняется),2
78,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
79,quit,Базовая зарплата не растет (каждый год),1
79,quit,Нет амбициозных задач и проектов,2
79,quit,Отсутствие карьерного роста (должность не меняется),3
80,quit,Токсичная атмосфера в команде,1
80,quit,Отсутствие профессионального или технического развития,2
80,quit,Базовая зарплата не растет (каждый год),3
81,quit,Базовая зарплата не растет (каждый год),1
81,quit,Отмена удаленного / гибридного формат работы,2
81,quit,Непонятные / неэтические решения руководства,3
82,quit,Токсичная атмосфера в команде,1
82,quit,Отсутствие карьерного роста (должность не меняется),2
82,quit,Базовая зарплата не растет (каждый год),3
83,quit,Финансовая нестабильность компании или сокращение персонала,1
83,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
83,quit,Базовая зарплата не растет (каждый год),3
84,quit,Базовая зарплата не растет (каждый год),1
84,quit,Нет амбициозных задач и проектов,2
84,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
85,quit,Непонятные / неэтические решения руководства,1
85,quit,Отмена удаленного / гибридного формат работы,2
85,quit,Финансовая нестабильность компании или сокращение персонала,3
86,quit,Отмена удаленного / гибридного формат работы,1
86,quit,Базовая зарплата не растет (каждый год),2
86,quit,Нет амбициозных задач и проектов,3
87,quit,Базовая зарплата не растет (каждый год),1
87,quit,Непонятные / неэтические решения руководства,2
87,quit,Токсичная атмосфера в команде,3
88,quit,Нет амбициозных задач и проектов,1
88,quit,Финансовая нестабильность компании или сокращение персонала,2
88,quit,Токсичная атмосфера в команде,3
89,quit,Токсичная атмосфера в команде,1
89,quit,Нет амбициозных задач и проектов,2
89,quit,Базовая зарплата не растет (каждый год),3
90,quit,Базовая зарплата не растет (каждый год),1
90,quit,Отсутствие профессионального или технического развития,2
90,quit,Отмена удаленного / гибридного формат работы,3
91,quit,Отсутствие карьерного роста (должность не меняется),1
91,quit,Ухудшение репутации компании на рынке,2
91,quit,Токсичная атмосфера в команде,3
92,quit,Токсичная атмосфера в команде,1
92,quit,Непонятные / неэтические решения руководства,2
92,quit,Финансовая нестабильность компании или сокращение персонала,3
93,quit,Отсутствие карьерного роста (должность не меняется),1
93,quit,Отсутствие профессионального или технического развития,2
93,quit,Нет амбициозных задач и проектов,3
94,quit,Отсутствие профессионального или технического развития,1
94,quit,Базовая зарплата не растет (каждый год),2
94,quit,Финансовая нестабильность компании или сокращение персонала,3
95,quit,Базовая зарплата не растет (каждый год),1
95,quit,Отмена удаленного / гибридного формат работы,2
95,quit,Непонятные / неэтические решения руководства,3
96,quit,Финансовая нестабильность компании или сокращение персонала,1
96,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
96,quit,Базовая зарплата не растет (каждый год),3
97,quit,Токсичная атмосфера в команде,1
97,quit,Финансовая нестабильность компании или сокращение персонала,2
97,quit,Базовая зарплата не растет (каждый год),3
98,quit,Непонятные / неэтические решения руководства,1
98,quit,Токсичная атмосфера в команде,2
98,quit,Отмена удаленного / гибридного формат работы,3
99,quit,Непонятные / неэтические решения руководства,1
99,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
99,quit,Токсичная атмосфера в команде,3
100,quit,Базовая зарплата не растет (каждый год),1
100,quit,Финансовая нестабильность компании или сокращение персонала,2
100,quit,Отсутствие карьерного роста (должность не меняется),3
101,quit,Нет амбициозных задач и проектов,1
101,quit,Базовая зарплата не растет (каждый год),2
101,quit,Отсутствие карьерного роста (должность не меняется),3
102,quit,Смена руководства (компании / моего подразделения),1
102,quit,Базовая зарплата не растет (каждый год),2
102,quit,Финансовая нестабильность компании или сокращение персонала,3
103,quit,Непонятные / неэтические решения руководства,1
103,quit,Токсичная атмосфера в команде,2
103,quit,Отсутствие карьерного роста (должность не меняется),3
104,quit,Отсутствие профессионального или технического развития,1
104,quit,Непонятные / неэтические решения руководства,2
104,quit,Токсичная атмосфера в команде,3
105,quit,Базовая зарплата не растет (каждый год),1
105,quit,Отсутствие карьерного роста (должность не меняется),2
105,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
106,quit,Базовая зарплата не растет (каждый год),1
106,quit,Финансовая нестабильность компании или сокращение персонала,2
106,quit,Токсичная атмосфера в команде,3
107,quit,Токсичная атмосфера в команде,1
107,quit,Отсутствие карьерного роста (должность не меняется),2
107,quit,Базовая зарплата не растет (каждый год),3
108,quit,Отмена удаленного / гибридного формат работы,1
108,quit,Токсичная атмосфера в команде,2
108,quit,Отсутствие профессионального или технического развития,3
109,quit,Токсичная атмосфера в команде,1
109,quit,Финансовая нестабильность компании или сокращение персонала,2
109,quit,Базовая зарплата не растет (каждый год),3
110,quit,Базовая зарплата не растет (каждый год),1
110,quit,Отсутствие карьерного роста (должность не меняется),2
110,quit,Токсичная атмосфера в команде,3
111,quit,Базовая зарплата не растет (каждый год),1
111,quit,Отсутствие карьерного роста (должность не меняется),2
111,quit,Непонятные / неэтические решения руководства,3
112,quit,Отсутствие профессионального или технического развития,1
112,quit,Непонятные / неэтические решения руководства,2
112,quit,Токсичная атмосфера в команде,3
113,quit,Отсутствие карьерного роста (должность не меняется),1
113,quit,Базовая зарплата не растет (каждый год),2
113,quit,Токсичная атмосфера в команде,3
114,quit,Базовая зарплата не растет (каждый год),1
114,quit,Отсутствие карьерного роста (должность не меняется),2
114,quit,Непонятные / неэтические решения руководства,3
115,quit,Отсутствие профессионального или технического развития,1
115,quit,Базовая зарплата не растет (каждый год),2
115,quit,Непонятные / неэтические решения руководства,3
116,quit,Базовая зарплата не растет (каждый год),1
116,quit,Отсутствие карьерного роста (должность не меняется),2
116,quit,Токсичная атмосфера в команде,3
117,quit,Высокая бюрократия (сложные / медленные бизнес процессы),1
117,quit,Отсутствие карьерного роста (должность не меняется),2
117,quit,Непонятные / неэтические решения руководства,3
118,quit,Непонятные / неэтические решения руководства,1
118,quit,Токсичная атмосфера в команде,2
118,quit,Финансовая нестабильность компании или сокращение персонала,3
119,quit,Смена руководства (компании / моего подразделения),1
119,quit,Токсичная атмосфера в команде,2
119,quit,Непонятные / неэтические решения руководства,3
120,quit,Токсичная атмосфера в команде,1
120,quit,Непонятные / неэтические решения руководства,2
120,quit,Финансовая нестабильность компании или сокращение персонала,3
121,quit,Базовая зарплата не растет (каждый год),1
121,quit,Нет амбициозных задач и проектов,2
121,quit,Токсичная атмосфера в команде,3
122,quit,Непонятные / неэтические решения руководства,1
122,quit,Смена руководства (компании / моего подразделения),2
122,quit,Токсичная атмосфера в команде,3
123,quit,Токсичная атмосфера в команде,1
123,quit,Финансовая нестабильность компании или сокращение персонала,2
123,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
124,quit,Базовая зарплата не растет (каждый год),1
124,quit,Непонятные / неэтические решения руководства,2
124,quit,Финансовая нестабильность компании или сокращение персонала,3
125,quit,Базовая зарплата не растет (каждый год),1
125,quit,Финансовая нестабильность компании или сокращение персонала,2
125,quit,Отсутствие профессионального или технического развития,3
126,quit,Непонятные / неэтические решения руководства,1
126,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
126,quit,Финансовая нестабильность компании или сокращение персонала,3
127,quit,Токсичная атмосфера в команде,1
127,quit,Отсутствие карьерного роста (должность не меняется),2
127,quit,Базовая зарплата не растет (каждый год),3
128,quit,Базовая зарплата не растет (каждый год),1
128,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
128,quit,Токсичная атмосфера в команде,3
129,quit,Непонятные / неэтические решения руководства,1
129,quit,Токсичная атмосфера в команде,2
129,quit,Финансовая нестабильность компании или сокращение персонала,3
130,quit,Отмена удаленного / гибридного формат работы,1
130,quit,Финансовая нестабильность компании или сокращение персонала,2
130,quit,Непонятные / неэтические решения руководства,3
131,quit,Токсичная атмосфера в команде,1
131,quit,Финансовая нестабильность компании или сокращение персонала,2
131,quit,Базовая зарплата не растет (каждый год),3
132,quit,Финансовая нестабильность компании или сокращение персонала,1
132,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
132,quit,Токсичная атмосфера в команде,3
133,quit,Токсичная атмосфера в команде,1
133,quit,Финансовая нестабильность компании или сокращение персонала,2
133,quit,Отмена удаленного / гибридного формат работы,3
134,quit,Высокая бюрократия (сложные / медленные бизнес процессы),1
134,quit,Базовая зарплата не растет (каждый год),2
134,quit,Ухудшение репутации компании на рынке,3
135,quit,Отмена удаленного / гибридного формат работы,1
135,quit,Отсутствие карьерного роста (должность не меняется),2
135,quit,Базовая зарплата не растет (каждый год),3
136,quit,Непонятные / неэтические решения руководства,1
136,quit,Отмена удаленного / гибридного формат работы,2
136,quit,Токсичная атмосфера в команде,3
137,quit,Финансовая нестабильность компании или сокращение персонала,1
137,quit,Базовая зарплата не растет (каждый год),2
137,quit,Отсутствие карьерного роста (должность не меняется),3
138,quit,Непонятные / неэтические решения руководства,1
138,quit,Базовая зарплата не растет (каждый год),2
138,quit,Отсутствие карьерного роста (должность не меняется),3
139,quit,Токсичная атмосфера в команде,1
139,quit,Непонятные / неэтические решения руководства,2
139,quit,Отсутствие профессионального или технического развития,3
140,quit,Высокая бюрократия (сложные / медленные бизнес процессы),1
140,quit,Непонятные / неэтические решения руководства,2
140,quit,Базовая зарплата не растет (каждый год),3
141,quit,Финансовая нестабильность компании или сокращение персонала,1
141,quit,Токсичная атмосфера в команде,2
141,quit,Непонятные / неэтические решения руководства,3
142,quit,Токсичная атмосфера в команде,1
142,quit,Базовая зарплата не растет (каждый год),2
142,quit,Отсутствие профессионального или технического развития,3
143,quit,Ухудшение репутации компании на рынке,1
143,quit,Финансовая нестабильность компании или сокращение персонала,2
143,quit,Отсутствие карьерного роста (должность не меняется),3
144,quit,Непонятные / неэтические решения руководства,1
144,quit,Отсутствие карьерного роста (должность не меняется),2
144,quit,Финансовая нестабильность компании или сокращение персонала,3
145,quit,Токсичная атмосфера в команде,1
145,quit,Непонятные / неэтические решения руководства,2
145,quit,Отсутствие карьерного роста (должность не меняется),3
146,quit,Токсичная атмосфера в команде,1
146,quit,Базовая зарплата не растет (каждый год),2
146,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
147,quit,Токсичная атмосфера в команде,1
147,quit,Отсутствие профессионального или технического развития,2
147,quit,Базовая зарплата не растет (каждый год),3
148,quit,Непонятные / неэтические решения руководства,1
148,quit,Отсутствие профессионального или технического развития,2
148,quit,Ухудшение репутации компании на рынке,3
149,quit,Отсутствие профессионального или технического развития,1
149,quit,Базовая зарплата не растет (каждый год),2
149,quit,Токсичная атмосфера в команде,3
150,quit,Базовая зарплата не растет (каждый год),1
150,quit,Непонятные / неэтические решения руководства,2
150,quit,Отсутствие профессионального или технического развития,3
151,quit,Смена руководства (компании / моего подразделения),1
151,quit,Отсутствие карьерного роста (должность не меняется),2
151,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
152,quit,Отсутствие профессионального или технического развития,1
152,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
152,quit,Отмена удаленного / гибридного формат работы,3
153,quit,Нет амбициозных задач и проектов,1
153,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
153,quit,Непонятные / неэтические решения руководства,3
154,quit,Базовая зарплата не растет (каждый год),1
154,quit,Токсичная атмосфера в команде,2
154,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
155,quit,Непонятные / неэтические решения руководства,1
155,quit,Отмена удаленного / гибридного формат работы,2
155,quit,Токсичная атмосфера в команде,3
156,quit,Базовая зарплата не растет (каждый год),1
156,quit,Отсутствие карьерного роста (должность не меняется),2
156,quit,Отсутствие профессионального или технического развития,3
157,quit,Отмена удаленного / гибридного формат работы,1
157,quit,Отсутствие профессионального или технического развития,2
157,quit,Базовая зарплата не растет (каждый год),3
158,quit,Финансовая нестабильность компании или сокращение персонала,1
158,quit,Отсутствие карьерного роста (должность не меняется),2
158,quit,Токсичная атмосфера в команде,3
159,quit,Базовая зарплата не растет (каждый год),1
159,quit,Токсичная атмосфера в команде,2
159,quit,Отсутствие карьерного роста (должность не меняется),3
160,quit,Базовая зарплата не растет (каждый год),1
160,quit,Нет амбициозных задач и проектов,2
160,quit,Отсутствие карьерного роста (должность не меняется),3
161,quit,Токсичная атмосфера в команде,1
161,quit,Базовая зарплата не растет (каждый год),2
161,quit,Нет амбициозных задач и проектов,3
162,quit,Финансовая нестабильность компании или сокращение персонала,1
162,quit,Отсутствие карьерного роста (должность не меняется),2
162,quit,Отсутствие профессионального или технического развития,3
163,quit,Базовая зарплата не растет (каждый год),1
163,quit,Финансовая нестабильность компании или сокращение персонала,2
163,quit,Непонятные / неэтические решения руководства,3
164,quit,Финансовая нестабильность компании или сокращение персонала,1
164,quit,Отсутствие карьерного роста (должность не меняется),2
164,quit,Базовая зарплата не растет (каждый год),3
165,quit,Токсичная атмосфера в команде,1
165,quit,Отмена удаленного / гибридного формат работы,2
165,quit,Базовая зарплата не растет (каждый год),3
166,quit,Базовая зарплата не растет (каждый год),1
166,quit,Отсутствие карьерного роста (должность не меняется),2
166,quit,Непонятные / неэтические решения руководства,3
167,quit,Отсутствие карьерного роста (должность не меняется),1
167,quit,Финансовая нестабильность компании или сокращение персонала,2
167,quit,Непонятные / неэтические решения руководства,3
168,quit,Базовая зарплата не растет (каждый год),1
168,quit,Отсутствие карьерного роста (должность не меняется),2
168,quit,Финансовая нестабильность компании или сокращение персонала,3
169,quit,Высокая бюрократия (сложные / медленные бизнес процессы),1
169,quit,Непонятные / неэтические решения руководства,2
169,quit,Финансовая нестабильность компании или сокращение персонала,3
170,quit,Нет амбициозных задач и проектов,1
170,quit,Отсутствие профессионального или технического развития,2
170,quit,Смена руководства (компании / моего подразделения),3
171,quit,Высокая бюрократия (сложные / медленные бизнес процессы),1
171,quit,Отсутствие профессионального или технического развития,2
171,quit,Нет амбициозных задач и проектов,3
172,quit,Отмена удаленного / гибридного формат работы,1
172,quit,Базовая зарплата не растет (каждый год),2
172,quit,Непонятные / неэтические решения руководства,3
173,quit,Отсутствие профессионального или технического развития,1
173,quit,Базовая зарплата не растет (каждый год),2
173,quit,Нет амбициозных задач и проектов,3
174,quit,Финансовая нестабильность компании или сокращение персонала,1
174,quit,Токсичная атмосфера в команде,2
174,quit,Отсутствие профессионального или технического развития,3
175,quit,Базовая зарплата не растет (каждый год),1
175,quit,Отсутствие карьерного роста (должность не меняется),2
175,quit,Финансовая нестабильность компании или сокращение персонала,3
176,quit,Токсичная атмосфера в команде,1
176,quit,Ухудшение репутации компании на рынке,2
176,quit,Непонятные / неэтические решения руководства,3
177,quit,Финансовая нестабильность компании или сокращение персонала,1
177,quit,Базовая зарплата не растет (каждый год),2
177,quit,Отсутствие карьерного роста (должность не меняется),3
178,quit,Базовая зарплата не растет (каждый год),1
178,quit,Отсутствие карьерного роста (должность не меняется),2
178,quit,Отсутствие профессионального или технического развития,3
179,quit,Отсутствие карьерного роста (должность не меняется),1
179,quit,Базовая зарплата не растет (каждый год),2
179,quit,Токсичная атмосфера в команде,3
180,quit,Отмена удаленного / гибридного формат работы,1
180,quit,Ухудшение репутации компании на рынке,2
180,quit,Смена руководства (компании / моего подразделения),3
181,quit,Нет амбициозных задач и проектов,1
181,quit,Отмена удаленного / гибридного формат работы,2
181,quit,Отсутствие карьерного роста (должность не меняется),3
182,quit,Токсичная атмосфера в команде,1
182,quit,Отсутствие профессионального или технического развития,2
182,quit,Непонятные / неэтические решения руководства,3
183,quit,Токсичная атмосфера в команде,1
183,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
183,quit,Непонятные / неэтические решения руководства,3
184,quit,Высокая бюрократия (сложные / медленные бизнес процессы),1
184,quit,Финансовая нестабильность компании или сокращение персонала,2
184,quit,Токсичная атмосфера в команде,3
185,quit,Отсутствие профессионального или технического развития,1
185,quit,Непонятные / неэтические решения руководства,2
185,quit,Отсутствие карьерного роста (должность не меняется),3
186,quit,Токсичная атмосфера в команде,1
186,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
186,quit,Смена руководства (компании / моего подразделения),3
187,quit,Финансовая нестабильность компании или сокращение персонала,1
187,quit,Смена руководства (компании / моего подразделения),2
187,quit,Базовая зарплата не растет (каждый год),3
188,quit,Базовая зарплата не растет (каждый год),1
188,quit,Непонятные / неэтические решения руководства,2
188,quit,Высокая бюрократия (сложные / медленные бизнес процессы),3
189,quit,Токсичная атмосфера в команде,1
189,quit,Отсутствие карьерного роста (должность не меняется),2
189,quit,Непонятные / неэтические решения руководства,3
190,quit,Отсутствие профессионального или технического развития,1
190,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
190,quit,Базовая зарплата не растет (каждый год),3
191,quit,Базовая зарплата не растет (каждый год),1
191,quit,Непонятные / неэтические решения руководства,2
191,quit,Отсутствие карьерного роста (должность не меняется),3
192,quit,Токсичная атмосфера в команде,1
192,quit,Непонятные / неэтические решения руководства,2
192,quit,Отмена удаленного / гибридного формат работы,3
193,quit,Финансовая нестабильность компании или сокращение персонала,1
193,quit,Непонятные / неэтические решения руководства,2
193,quit,Токсичная атмосфера в команде,3
194,quit,Базовая зарплата не растет (каждый год),1
194,quit,Отсутствие карьерного роста (должность не меняется),2
194,quit,Токсичная атмосфера в команде,3
195,quit,Непонятные / неэтические решения руководства,1
195,quit,Отсутствие профессионального или технического развития,2
195,quit,Базовая зарплата не растет (каждый год),3
196,quit,Отмена удаленного / гибридного формат работы,1
196,quit,Токсичная атмосфера в команде,2
196,quit,Отсутствие профессионального или технического развития,3
197,quit,Отсутствие карьерного роста (должность не меняется),1
197,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
197,quit,Отмена удаленного / гибридного формат работы,3
198,quit,Отсутствие профессионального или технического развития,1
198,quit,Базовая зарплата не растет (каждый год),2
198,quit,Отмена удаленного / гибридного формат работы,3
199,quit,Отсутствие карьерного роста (должность не меняется),1
199,quit,Базовая зарплата не растет (каждый год),2
199,quit,Токсичная атмосфера в команде,3
200,quit,Базовая зарплата не растет (каждый год),1
200,quit,Отсутствие карьерного роста (должность не меняется),2
200,quit,Отсутствие профессионального или технического развития,3
201,quit,Отсутствие профессионального или технического развития,1
201,quit,Нет амбициозных задач и проектов,2
201,quit,Непонятные / неэтические решения руководства,3
202,quit,Токсичная атмосфера в команде,1
202,quit,Отсутствие профессионального или технического развития,2
202,quit,Ухудшение репутации компании на рынке,3
203,quit,Высокая бюрократия (сложные / медленные бизнес процессы),1
203,quit,Финансовая нестабильность компании или сокращение персонала,2
203,quit,Отмена удаленного / гибридного формат работы,3
204,quit,Базовая зарплата не растет (каждый год),1
204,quit,Ухудшение репутации компании на рынке,2
204,quit,Непонятные / неэтические решения руководства,3
205,quit,Отсутствие профессионального или технического развития,1
205,quit,Нет амбициозных задач и проектов,2
205,quit,Токсичная атмосфера в команде,3
206,quit,Непонятные / неэтические решения руководства,1
206,quit,Отсутствие профессионального или технического развития,2
206,quit,Финансовая нестабильность компании или сокращение персонала,3
207,quit,Токсичная атмосфера в команде,1
207,quit,Отсутствие профессионального или технического развития,2
207,quit,Нет амбициозных задач и проектов,3
208,quit,Базовая зарплата не растет (каждый год),1
208,quit,Отсутствие карьерного роста (должность не меняется),2
208,quit,Отсутствие профессионального или технического развития,3
209,quit,Финансовая нестабильность компании или сокращение персонала,1
209,quit,Нет амбициозных задач и проектов,2
209,quit,Отсутствие профессионального или технического развития,3
210,quit,Токсичная атмосфера в команде,1
210,quit,Непонятные / неэтические решения руководства,2
210,quit,Отмена удаленного / гибридного формат работы,3
211,quit,Базовая зарплата не растет (каждый год),1
211,quit,Непонятные / неэтические решения руководства,2
211,quit,Токсичная атмосфера в команде,3
212,quit,Высокая бюрократия (сложные / медленные бизнес процессы),1
212,quit,Отсутствие профессионального или технического развития,2
212,quit,Непонятные / неэтические решения руководства,3
213,quit,Базовая зарплата не растет (каждый год),1
213,quit,Токсичная атмосфера в команде,2
213,quit,Отмена удаленного / гибридного формат работы,3
214,quit,Непонятные / неэтические решения руководства,1
214,quit,Высокая бюрократия (сложные / медленные бизнес процессы),2
214,quit,Отсутствие карьерного роста (должность не меняется),3
215,quit,Отсутствие карьерного роста (должность не меняется),1
215,quit,Базовая зарплата не растет (каждый год),2
215,quit,Финансовая нестабильность компании или сокращение персонала,3
216,quit,Отсутствие профессионального или технического развития,1
216,quit,Финансовая нестабильность компании или сокращение персонала,2
216,quit,Нет амбициозных задач и проектов,3
217,quit,Финансовая нестабильность компании или сокращение персонала,1
217,quit,Базовая зарплата не растет (каждый год),2
217,quit,Отсутствие карьерного роста (должность не меняется),3
218,quit,Высокая бюрократия (сложные / медленные бизнес процессы),1
